sats,time,lat,long,velocity_kmh,heading,height,Vert_accel,basura
005,395553.10,-01650.683180,+03895.111000,012.84,277.30,+0310.47,-0003.88,
005,395553.20,-01650.682790,+03895.112640,012.57,277.32,+0307.61,-0003.81,
005,395553.30,-01650.682510,+03895.113980,012.30,276.80,+0305.30,-0003.72,
005,395553.40,-01650.682340,+03895.114910,012.14,275.49,+0303.70,-0003.61,
005,395553.50,-01650.682160,+03895.115830,011.85,275.05,+0302.14,-0003.53,
005,395553.60,-01650.682020,+03895.116750,011.47,273.40,+0300.55,-0003.42,
006,395553.70,-01650.681590,+03895.118520,011.29,272.30,+0297.52,-0003.31,
006,395553.80,-01650.681240,+03895.120000,011.04,271.81,+0294.99,-0003.21,
006,395553.90,-01650.680960,+03895.121300,010.62,270.80,+0292.76,-0003.15,
006,395554.00,-01650.680740,+03895.122290,010.46,269.87,+0291.11,-0003.11,
006,395554.10,-01650.680590,+03895.123060,010.25,269.98,+0289.83,-0003.02,
006,395554.20,-01650.680410,+03895.123830,009.75,269.78,+0288.54,-0002.98,
006,395554.30,-01650.680250,+03895.124590,009.45,268.90,+0287.26,-0002.91,
006,395554.40,-01650.680110,+03895.125250,009.07,268.37,+0286.15,-0002.87,
006,395554.50,-01650.679970,+03895.125920,008.79,267.54,+0285.02,-0002.83,
006,395554.60,-01650.679820,+03895.126540,008.86,267.97,+0284.03,-0002.74,
006,395554.70,-01650.679690,+03895.127150,008.67,268.43,+0283.03,-0002.67,
006,395554.80,-01650.679580,+03895.127790,008.46,267.42,+0281.94,-0002.62,
006,395554.90,-01650.679450,+03895.128330,008.45,267.56,+0281.06,-0002.59,
006,395555.00,-01650.679360,+03895.128820,007.94,267.56,+0280.23,-0002.61,
006,395555.10,-01650.679260,+03895.129370,007.82,267.56,+0279.33,-0002.56,
006,395555.20,-01650.679180,+03895.129950,007.49,267.56,+0278.35,-0002.56,
006,395555.30,-01650.679130,+03895.130490,007.84,267.56,+0277.45,-0002.51,
006,395555.40,-01650.679090,+03895.131030,007.69,267.56,+0276.55,-0002.47,
006,395555.50,-01650.679030,+03895.131530,007.64,267.56,+0275.72,-0002.44,
006,395555.60,-01650.678990,+03895.132000,007.86,267.56,+0274.96,-0002.42,
006,395555.70,-01650.678930,+03895.132410,007.79,267.56,+0274.31,-0002.36,
006,395555.80,-01650.678890,+03895.132870,008.17,267.56,+0273.61,-0002.31,
006,395555.90,-01650.678850,+03895.133270,008.32,267.56,+0273.02,-0002.27,
006,395556.00,-01650.678750,+03895.133490,007.63,267.56,+0272.71,-0002.30,
006,395556.10,-01650.678690,+03895.133720,007.01,267.56,+0272.38,-0002.27,
006,395556.20,-01650.678590,+03895.133930,007.12,267.56,+0272.09,-0002.28,
006,395556.30,-01650.678480,+03895.134090,006.97,267.56,+0271.92,-0002.19,
006,395556.40,-01650.678400,+03895.134300,006.45,267.56,+0271.61,-0002.20,
006,395556.50,-01650.678320,+03895.134480,006.22,267.56,+0271.34,-0002.22,
006,395556.60,-01650.678240,+03895.134670,006.08,267.56,+0271.09,-0002.14,
006,395556.70,-01650.678130,+03895.134810,006.09,267.56,+0270.93,-0002.08,
006,395556.80,-01650.678070,+03895.134950,005.52,267.56,+0270.71,-0002.11,
006,395556.90,-01650.677980,+03895.135090,005.73,267.56,+0270.53,-0002.03,
006,395557.00,-01650.677910,+03895.135230,005.67,267.56,+0270.38,-0001.94,
006,395557.10,-01650.677860,+03895.135310,005.21,267.56,+0270.25,-0001.93,
005,395557.20,-01650.677750,+03895.135400,005.70,267.56,+0270.19,-0001.88,
006,395557.30,-01650.677630,+03895.135320,005.84,267.56,+0270.41,-0001.83,
006,395557.40,-01650.677550,+03895.135340,005.31,267.56,+0270.42,-0001.83,
006,395557.50,-01650.677530,+03895.135390,005.18,267.56,+0270.40,-0001.74,
005,395606.10,-01650.675140,+03895.136030,009.63,134.67,+0270.66,+0001.73,
005,395606.20,-01650.675260,+03895.135800,010.39,134.17,+0271.02,+0001.87,
005,395606.30,-01650.675400,+03895.135560,011.19,134.22,+0271.39,+0002.02,
004,395606.40,-01650.675480,+03895.135380,010.68,133.68,+0271.67,+0002.00,
004,395606.50,-01650.675540,+03895.135210,010.07,133.75,+0271.93,+0001.95,
004,395606.60,-01650.675630,+03895.135030,010.17,132.74,+0272.19,+0001.92,
004,395606.70,-01650.675720,+03895.134930,009.33,131.82,+0272.30,+0001.92,
004,395606.80,-01650.675780,+03895.134850,008.40,131.65,+0272.39,+0001.87,
004,395606.90,-01650.675880,+03895.134760,008.36,132.47,+0272.49,+0001.80,
006,395607.00,-01650.675750,+03895.134910,006.03,131.10,+0272.17,+0001.50,
006,395607.10,-01650.675640,+03895.135040,004.48,128.99,+0271.90,+0001.26,
007,395607.20,-01650.675580,+03895.135130,003.72,127.68,+0271.67,+0001.10,
006,395607.30,-01650.675540,+03895.135280,003.02,127.68,+0271.35,+0000.92,
006,395607.40,-01650.675500,+03895.135420,002.14,127.68,+0271.03,+0000.82,
006,395607.50,-01650.675450,+03895.135580,001.09,127.68,+0270.74,+0000.74,
006,395607.60,-01650.675410,+03895.135720,000.58,127.68,+0270.44,+0000.64,
006,395607.70,-01650.675380,+03895.135860,000.17,127.68,+0270.17,+0000.54,
006,395607.80,-01650.675390,+03895.136020,000.25,127.68,+0269.83,+0000.46,
006,395607.90,-01650.675400,+03895.136180,000.82,127.68,+0269.48,+0000.34,
006,395608.00,-01650.675390,+03895.136350,001.28,127.68,+0269.16,+0000.24,
006,395608.10,-01650.675420,+03895.136500,001.00,127.68,+0268.80,+0000.14,
006,395608.20,-01650.675420,+03895.136670,001.45,127.68,+0268.48,+0000.10,
006,395608.30,-01650.675420,+03895.136830,001.45,127.68,+0268.15,+0000.05,
006,395608.40,-01650.675420,+03895.136990,001.97,127.68,+0267.83,-0000.03,
006,395608.50,-01650.675400,+03895.137150,002.20,127.68,+0267.53,-0000.15,
006,395608.60,-01650.675440,+03895.137290,002.22,127.68,+0267.22,-0000.25,
006,395608.70,-01650.675440,+03895.137430,002.03,127.68,+0266.92,-0000.31,
006,395608.80,-01650.675460,+03895.137570,002.58,127.68,+0266.65,-0000.35,
006,395608.90,-01650.675480,+03895.137700,002.45,127.68,+0266.39,-0000.40,
006,395609.00,-01650.675510,+03895.137790,002.43,127.68,+0266.18,-0000.47,
006,395609.10,-01650.675540,+03895.137890,002.93,127.68,+0265.98,-0000.50,
006,395609.20,-01650.675570,+03895.138030,003.07,127.68,+0265.71,-0000.52,
006,395609.30,-01650.675610,+03895.138170,002.74,127.68,+0265.43,-0000.54,
006,395609.40,-01650.675640,+03895.138310,003.41,127.68,+0265.14,-0000.64,
006,395609.50,-01650.675670,+03895.138460,003.36,127.68,+0264.83,-0000.72,
006,395609.60,-01650.675720,+03895.138610,003.92,127.68,+0264.55,-0000.71,
005,395609.70,-01650.675740,+03895.138690,003.78,127.68,+0264.42,-0000.69,
005,395609.80,-01650.675760,+03895.138770,003.35,127.68,+0264.24,-0000.78,
005,395609.90,-01650.675770,+03895.138840,003.60,127.68,+0264.09,-0000.80,
003,395630.70,-01650.668820,+03895.144440,009.48,148.73,+0233.19,-0004.62,
003,395630.80,-01650.668380,+03895.144690,009.90,148.73,+0232.34,-0004.72,
003,395630.90,-01650.667940,+03895.144930,010.29,148.73,+0231.48,-0004.82,
003,395631.00,-01650.667490,+03895.145190,010.73,148.73,+0230.65,-0004.90,
003,395631.10,-01650.667030,+03895.145450,011.15,148.73,+0229.77,-0004.99,
003,395631.20,-01650.666540,+03895.145740,011.63,148.73,+0228.91,-0005.07,
003,395631.30,-01650.666050,+03895.146030,012.11,148.73,+0228.04,-0005.15,
003,395631.40,-01650.665550,+03895.146340,012.60,148.73,+0227.16,-0005.23,
003,395631.50,-01650.665030,+03895.146660,013.11,148.73,+0226.28,-0005.30,
003,395631.60,-01650.664510,+03895.147000,013.61,148.73,+0225.38,-0005.38,
003,395631.70,-01650.663980,+03895.147330,014.09,148.73,+0224.44,-0005.46,
003,395631.80,-01650.663440,+03895.147660,014.54,148.73,+0223.46,-0005.55,
003,395631.90,-01650.662900,+03895.148000,014.99,148.73,+0222.44,-0005.65,
003,395632.00,-01650.662340,+03895.148340,015.41,148.73,+0221.38,-0005.75,
003,395632.10,-01650.661780,+03895.148700,015.86,148.73,+0220.34,-0005.84,
003,395632.20,-01650.661210,+03895.149060,016.30,148.73,+0219.27,-0005.94,
003,395632.30,-01650.660650,+03895.149400,016.70,148.73,+0218.18,-0006.04,
003,395632.40,-01650.660080,+03895.149750,017.08,148.73,+0217.06,-0006.14,
003,395632.50,-01650.659500,+03895.150120,017.48,148.73,+0215.91,-0006.24,
003,395632.60,-01650.658920,+03895.150480,017.84,148.73,+0214.75,-0006.35,
003,395632.70,-01650.658340,+03895.150860,018.25,148.73,+0213.63,-0006.44,
003,395632.80,-01650.657760,+03895.151230,018.61,327.05,+0212.46,-0006.53,
003,395632.90,-01650.657170,+03895.151630,019.02,327.03,+0211.32,-0006.62,
003,395633.00,-01650.656580,+03895.152010,019.39,327.08,+0210.15,-0006.72,
003,395633.10,-01650.655960,+03895.152430,019.82,327.06,+0208.97,-0006.80,
003,395633.20,-01650.655340,+03895.152850,020.23,327.07,+0207.78,-0006.89,
003,395633.30,-01650.654710,+03895.153280,020.63,327.08,+0206.55,-0006.99,
003,395633.40,-01650.654070,+03895.153700,021.01,327.14,+0205.29,-0007.09,
003,395633.50,-01650.653420,+03895.154140,021.42,327.20,+0204.00,-0007.19,
003,395633.60,-01650.652770,+03895.154580,021.83,327.17,+0202.75,-0007.28,
003,395633.70,-01650.652130,+03895.155040,022.22,327.09,+0201.50,-0007.36,
003,395633.80,-01650.651480,+03895.155500,022.62,326.99,+0200.24,-0007.45
004,395634.90,-01650.642470,+03895.175970,007.80,305.06,+0159.92,-0002.16,
004,395635.00,-01650.641520,+03895.177190,007.17,302.86,+0157.43,-0002.20,
004,395635.10,-01650.640660,+03895.178250,006.83,301.93,+0155.28,-0002.17,
004,395635.20,-01650.639800,+03895.179320,007.26,300.59,+0153.11,-0002.15,
004,395635.30,-01650.639190,+03895.180070,005.78,300.59,+0151.52,-0002.15,
004,395635.40,-01650.638540,+03895.180810,006.19,298.54,+0150.12,-0002.05,
004,395635.50,-01650.638020,+03895.181410,005.93,299.15,+0149.01,-0001.94,
004,395635.60,-01650.637420,+03895.182090,005.92,299.15,+0147.70,-0002.09,
004,395635.70,-01650.636830,+03895.182790,005.86,299.15,+0146.29,-0002.23,
004,395635.80,-01650.636460,+03895.183270,005.70,299.15,+0145.34,-0002.07,
004,395635.90,-01650.636020,+03895.183780,005.96,299.15,+0144.35,-0002.01,
004,395636.00,-01650.635710,+03895.184200,006.05,299.15,+0143.58,-0001.84,
004,395636.10,-01650.635440,+03895.184570,005.85,299.15,+0142.84,-0001.77,
004,395636.20,-01650.635200,+03895.184940,005.31,299.15,+0142.11,-0001.67,
004,395636.30,-01650.634990,+03895.185270,005.19,299.15,+0141.46,-0001.58,
004,395636.40,-01650.634840,+03895.185570,005.20,299.15,+0140.91,-0001.39,
004,395636.50,-01650.634590,+03895.186000,004.70,299.15,+0139.98,-0001.60,
004,395636.60,-01650.634330,+03895.186410,004.63,299.15,+0139.09,-0001.78,
004,395636.70,-01650.634130,+03895.186790,004.30,299.15,+0138.25,-0001.93,
004,395636.80,-01650.633880,+03895.187190,004.64,299.15,+0137.39,-0002.02,
004,395636.90,-01650.633720,+03895.187500,004.37,299.15,+0136.69,-0002.03,
004,395637.00,-01650.633520,+03895.187840,005.10,299.15,+0135.96,-0002.06,
005,400124.40,-01650.538420,+03895.257390,090.58,057.87,+0276.51,-0001.14,
005,400124.50,-01650.537130,+03895.254970,090.87,058.96,+0280.83,-0000.93,
005,400124.60,-01650.535940,+03895.253460,092.10,060.13,+0282.80,-0000.73,
005,400124.70,-01650.534730,+03895.251950,092.16,061.04,+0284.90,-0000.72,
005,400124.80,-01650.533810,+03895.250440,093.45,061.39,+0286.35,-0000.38,
005,400124.90,-01650.533020,+03895.248790,093.38,061.07,+0287.40,-0000.32,
005,400125.00,-01650.532190,+03895.247210,093.30,060.48,+0288.27,-0000.43,
005,400125.10,-01650.531070,+03895.245750,093.77,059.09,+0289.77,-0000.37,
005,400125.20,-01650.530290,+03895.244410,094.42,057.98,+0290.15,-0000.37,
006,400125.30,-01650.529300,+03895.242980,093.74,056.46,+0290.79,-0000.52,
006,400125.40,-01650.528190,+03895.241610,094.16,055.04,+0291.58,-0000.53,
006,400125.50,-01650.527060,+03895.240200,094.13,053.64,+0292.45,-0000.46,
006,400125.60,-01650.526140,+03895.239190,094.58,052.18,+0292.06,-0000.47,
006,400125.70,-01650.525050,+03895.237980,094.54,051.01,+0292.43,-0000.39,
006,400125.80,-01650.523740,+03895.236630,094.83,050.20,+0293.40,-0000.46,
006,400125.90,-01650.522650,+03895.235540,094.42,049.65,+0293.46,-0000.47,
006,400126.00,-01650.521670,+03895.234420,094.71,049.57,+0293.26,-0000.50,
007,400126.10,-01650.520560,+03895.233230,095.50,050.18,+0293.39,-0000.55,
007,400126.20,-01650.519650,+03895.232190,095.61,051.37,+0292.91,-0000.50,
007,400126.30,-01650.518800,+03895.231050,095.56,052.86,+0292.54,-0000.29,
007,400126.40,-01650.517940,+03895.229790,095.79,053.93,+0292.37,-0000.40,
007,400126.50,-01650.517020,+03895.228420,094.94,055.24,+0292.64,-0000.35,
007,400126.60,-01650.516120,+03895.227020,095.52,056.55,+0292.90,-0000.33,
007,400126.70,-01650.515300,+03895.225640,095.22,057.59,+0293.00,-0000.51,
007,400126.80,-01650.514490,+03895.224200,095.12,058.57,+0293.17,-0000.47,
007,400126.90,-01650.513720,+03895.222750,095.33,059.86,+0293.31,-0000.50,
007,400127.00,-01650.512980,+03895.221310,095.09,060.07,+0293.38,-0000.55,
007,400127.10,-01650.512330,+03895.219900,095.14,060.73,+0293.29,-0000.55,
007,400127.20,-01650.511600,+03895.218440,094.77,060.73,+0293.38,-0000.61,
007,400127.30,-01650.510870,+03895.216970,095.07,060.59,+0293.48,-0000.57,
007,400127.40,-01650.510140,+03895.215530,094.97,059.66,+0293.53,-0000.58,
007,400127.50,-01650.509380,+03895.214100,095.24,058.55,+0293.61,-0000.60,
007,400127.60,-01650.508570,+03895.212670,096.08,057.32,+0293.76,-0000.55,
007,400127.70,-01650.507730,+03895.211250,096.23,056.38,+0293.96,-0000.48,
007,400127.80,-01650.506850,+03895.209850,095.97,055.29,+0294.18,-0000.57,
007,400127.90,-01650.505940,+03895.208470,096.30,053.86,+0294.43,-0000.57,
007,400128.00,-01650.505040,+03895.207150,096.14,053.00,+0294.51,-0000.54,
007,400128.10,-01650.504120,+03895.205850,095.65,051.49,+0294.58,-0000.42,
007,400128.20,-01650.503180,+03895.204560,096.36,050.27,+0294.66,-0000.33,
007,400128.30,-01650.502260,+03895.203330,095.55,049.44,+0294.59,-0000.30,
007,400128.40,-01650.501340,+03895.202160,095.66,048.72,+0294.42,-0000.48,
007,400128.50,-01650.500390,+03895.200950,095.91,048.55,+0294.33,-0000.44,
007,400128.60,-01650.499420,+03895.199720,095.86,048.57,+0294.32,-0000.40,
007,400128.70,-01650.498420,+03895.198470,095.52,049.38,+0294.44,-0000.40,
007,400128.80,-01650.497360,+03895.197170,095.82,050.33,+0294.83,-0000.33,
007,400128.90,-01650.496450,+03895.195920,095.37,051.65,+0294.83,-0000.31,
007,400129.00,-01650.495550,+03895.194640,095.05,052.84,+0294.87,-0000.29,
007,400129.10,-01650.494680,+03895.193360,094.96,054.33,+0294.85,-0000.38,
007,400129.20,-01650.493820,+03895.192050,094.94,055.48,+0294.91,-0000.42,
007,400129.30,-01650.493000,+03895.190720,094.35,056.88,+0294.98,-0000.46,
007,400129.40,-01650.492250,+03895.189390,094.26,058.43,+0294.94,-0000.47,
007,400129.50,-01650.491510,+03895.188000,094.74,059.71,+0294.97,-0000.49,
007,400129.60,-01650.490810,+03895.186620,094.77,060.72,+0294.98,-0000.37,
007,400129.70,-01650.490140,+03895.185250,094.31,061.33,+0294.92,-0000.50,
007,400129.80,-01650.489460,+03895.183850,094.80,061.40,+0294.88,-0000.41,
007,400129.90,-01650.488760,+03895.182430,094.83,061.17,+0294.90,-0000.44,
007,400130.00,-01650.488040,+03895.181020,095.13,060.14,+0294.91,-0000.43,
007,400130.10,-01650.487310,+03895.179630,094.91,059.12,+0294.91,-0000.39,
007,400130.20,-01650.486530,+03895.178240,095.87,057.68,+0294.98,-0000.35,
007,400130.30,-01650.485700,+03895.176870,095.82,056.08,+0295.05,-0000.33,
007,400130.40,-01650.484860,+03895.175540,095.83,054.76,+0295.05,-0000.41,
007,400130.50,-01650.483970,+03895.174210,095.63,053.20,+0295.14,-0000.37,
007,400130.60,-01650.483040,+03895.172900,095.92,051.87,+0295.23,-0000.41,
007,400130.70,-01650.482110,+03895.171640,095.51,050.54,+0295.25,-0000.39,
007,400130.80,-01650.481140,+03895.170380,096.23,049.74,+0295.33,-0000.36,
007,400130.90,-01650.480170,+03895.169130,096.40,049.18,+0295.38,-0000.27,
007,400131.00,-01650.479170,+03895.167900,096.73,048.70,+0295.47,-0000.15,
007,400131.10,-01650.478190,+03895.166670,097.06,048.72,+0295.53,-0000.01,
007,400131.20,-01650.477230,+03895.165470,096.75,049.21,+0295.49,-0000.06,
007,400131.30,-01650.476260,+03895.164240,096.24,049.89,+0295.54,+0000.04,
007,400131.40,-01650.475320,+03895.163010,096.12,051.10,+0295.54,+0000.02,
007,400131.50,-01650.474410,+03895.161750,096.02,052.39,+0295.53,+0000.05,
007,400131.60,-01650.473530,+03895.160470,095.68,053.19,+0295.56,+0000.06,
007,400131.70,-01650.472680,+03895.159180,095.31,054.56,+0295.56,-0000.01,
007,400131.80,-01650.471840,+03895.157830,095.74,055.59,+0295.62,-0000.16,
007,400131.90,-01650.471020,+03895.156480,095.18,056.57,+0295.65,-0000.17,
007,400132.00,-01650.470240,+03895.155120,095.04,058.03,+0295.67,-0000.22,
007,400132.10,-01650.469480,+03895.153730,095.04,059.05,+0295.71,-0000.13,
007,400132.20,-01650.468750,+03895.152320,095.53,060.21,+0295.74,-0000.19,
007,400132.30,-01650.468030,+03895.150880,095.61,061.09,+0295.82,-0000.06,
007,400132.40,-01650.467370,+03895.149470,095.69,061.86,+0295.76,-0000.14,
007,400132.50,-01650.466700,+03895.148050,095.24,061.87,+0295.73,-0000.16,
007,400132.60,-01650.466030,+03895.146620,095.80,062.15,+0295.72,-0000.13,
007,400132.70,-01650.465330,+03895.145170,096.01,061.41,+0295.76,-0000.16,
007,400132.80,-01650.464630,+03895.143780,095.73,060.32,+0295.72,-0000.19,
007,400132.90,-01650.463890,+03895.142380,095.99,059.35,+0295.73,-0000.16,
007,400133.00,-01650.463140,+03895.141000,096.09,057.91,+0295.73,-0000.10,
007,400133.10,-01650.462360,+03895.139630,096.51,056.92,+0295.69,-0000.17,
007,400133.20,-01650.461550,+03895.138270,095.98,055.81,+0295.73,-0000.15,
007,400133.30,-01650.460710,+03895.136940,096.80,054.34,+0295.72,-0000.12,
007,400133.40,-01650.459860,+03895.135640,096.56,053.33,+0295.65,-0000.10,
007,400133.50,-01650.458990,+03895.134370,096.30,052.00,+0295.57,-0000.06,
007,400133.60,-01650.458080,+03895.133110,096.43,050.75,+0295.50,-0000.07,
007,400133.70,-01650.457140,+03895.131870,096.02,049.54,+0295.50,-0000.01,
007,400133.80,-01650.456180,+03895.130650,096.39,048.94,+0295.48,-0000.13,
007,400133.90,-01650.455200,+03895.129420,096.32,048.43,+0295.53,-0000.08,
007,400134.00,-01650.454220,+03895.128240,095.90,048.33,+0295.49,-0000.11,
007,400134.10,-01650.453250,+03895.127050,095.74,048.80,+0295.47,-0000.10,
007,400134.20,-01650.452300,+03895.125850,095.69,049.68,+0295.42,-0000.03,
007,400134.30,-01650.451360,+03895.124610,095.80,050.76,+0295.42,-0000.13,
007,400134.40,-01650.450460,+03895.123340,095.45,052.08,+0295.40,-0000.16,
007,400134.50,-01650.449590,+03895.122060,095.84,053.29,+0295.37,-0000.05,
007,400134.60,-01650.448740,+03895.120760,095.65,054.55,+0295.35,-0000.03,
007,400134.70,-01650.447920,+03895.119420,095.09,055.60,+0295.34,-0000.07,
007,400134.80,-01650.447130,+03895.118080,095.21,056.76,+0295.31,-0000.02,
007,400134.90,-01650.446370,+03895.116730,095.13,057.83,+0295.23,-0000.03,
007,400135.00,-01650.445640,+03895.115370,095.06,059.04,+0295.16,+0000.04,
007,400135.10,-01650.444930,+03895.114000,094.65,059.51,+0295.08,-0000.01,
007,400135.20,-01650.444220,+03895.112610,094.88,059.77,+0295.07,-0000.09,
007,400135.30,-01650.443480,+03895.111200,095.04,059.21,+0295.10,-0000.08,
007,400135.40,-01650.442730,+03895.109810,095.25,058.41,+0295.11,-0000.11,
007,400135.50,-01650.441980,+03895.108450,095.29,057.52,+0295.04,-0000.13,
007,400135.60,-01650.441190,+03895.107120,095.08,055.88,+0294.99,-0000.09,
007,400135.70,-01650.440380,+03895.105830,095.16,054.42,+0294.89,-0000.05,
007,400135.80,-01650.439540,+03895.104540,095.50,053.32,+0294.84,-0000.04,
007,400135.90,-01650.438650,+03895.103280,095.82,051.66,+0294.80,-0000.00,
007,400136.00,-01650.437750,+03895.102030,095.67,050.88,+0294.75,-0000.03,
007,400136.10,-01650.436830,+03895.100800,095.28,049.98,+0294.70,-0000.11,
007,400136.20,-01650.435900,+03895.099580,095.40,049.17,+0294.65,-0000.25,
007,400136.30,-01650.434950,+03895.098380,094.83,048.70,+0294.64,-0000.34,
007,400136.40,-01650.433980,+03895.097160,094.59,049.02,+0294.72,-0000.23,
007,400136.50,-01650.433020,+03895.095940,094.18,049.51,+0294.83,-0000.06,
007,400136.60,-01650.432080,+03895.094720,094.72,050.46,+0294.94,+0000.01,
007,400136.70,-01650.431170,+03895.093510,094.20,051.17,+0295.01,+0000.07,
007,400136.80,-01650.430290,+03895.092300,093.81,052.27,+0295.01,+0000.01,
007,400136.90,-01650.429440,+03895.091040,093.63,053.56,+0295.02,-0000.03,
007,400137.00,-01650.428620,+03895.089780,093.56,054.49,+0295.03,+0000.07,
007,400137.10,-01650.427830,+03895.088510,093.61,055.85,+0294.99,+0000.04,
007,400137.20,-01650.427070,+03895.087210,093.89,057.03,+0294.94,-0000.05,
007,400137.30,-01650.426340,+03895.085900,094.21,058.24,+0294.85,+0000.03,
007,400137.40,-01650.425610,+03895.084530,094.96,059.31,+0294.83,+0000.04,
007,400137.50,-01650.424880,+03895.083150,095.67,059.88,+0294.87,+0000.11,
007,400137.60,-01650.424160,+03895.081730,096.26,060.43,+0294.91,+0000.12,
007,400137.70,-01650.423450,+03895.080340,096.65,060.06,+0294.88,+0000.19,
007,400137.80,-01650.422730,+03895.078950,096.82,059.67,+0294.81,+0000.14,
007,400137.90,-01650.421980,+03895.077540,097.52,058.97,+0294.82,+0000.06,
007,400138.00,-01650.421210,+03895.076160,097.46,057.77,+0294.80,+0000.09,
007,400138.10,-01650.420410,+03895.074800,098.06,056.80,+0294.75,+0000.12,
007,400138.20,-01650.419580,+03895.073420,098.75,055.56,+0294.78,+0000.04,
007,400138.30,-01650.418710,+03895.072040,098.80,054.57,+0294.84,+0000.07,
007,400138.40,-01650.417820,+03895.070690,098.72,053.37,+0294.85,+0000.05,
007,400138.50,-01650.416890,+03895.069330,099.08,052.34,+0294.95,-0000.06,
007,400138.60,-01650.415930,+03895.067960,099.11,051.31,+0295.12,-0000.01,
007,400138.70,-01650.414950,+03895.066610,099.34,050.44,+0295.28,-0000.03,
007,400138.80,-01650.413970,+03895.065300,099.50,049.52,+0295.35,-0000.02,
007,400138.90,-01650.412970,+03895.064000,099.33,048.90,+0295.47,-0000.00,
007,400139.00,-01650.411970,+03895.062710,099.43,048.74,+0295.57,+0000.08,
007,400139.10,-01650.410960,+03895.061380,099.72,049.27,+0295.73,+0000.09,
007,400139.20,-01650.410000,+03895.060100,098.68,050.13,+0295.76,+0000.18,
007,400139.30,-01650.409040,+03895.058800,098.81,050.96,+0295.86,+0000.25,
007,400139.40,-01650.408110,+03895.057490,098.88,051.97,+0295.92,+0000.25,
007,400139.50,-01650.407240,+03895.056200,098.08,053.16,+0295.84,+0000.30,
007,400139.60,-01650.406410,+03895.054900,097.58,053.91,+0295.73,+0000.15,
007,400139.70,-01650.405560,+03895.053560,098.06,055.19,+0295.74,+0000.06,
007,400139.80,-01650.404740,+03895.052170,098.18,056.59,+0295.78,+0000.04,
007,400139.90,-01650.403930,+03895.050760,098.27,057.54,+0295.87,+0000.07,
007,400140.00,-01650.403150,+03895.049340,098.35,058.47,+0295.91,+0000.15,
007,400140.10,-01650.402400,+03895.047930,098.15,058.99,+0295.89,+0000.14,
007,400140.20,-01650.401660,+03895.046520,098.26,059.55,+0295.86,+0000.12,
007,400140.30,-01650.400930,+03895.045080,098.37,059.95,+0295.82,-0000.02,
007,400140.40,-01650.400160,+03895.043620,098.53,059.53,+0295.92,+0000.01,
007,400140.50,-01650.399400,+03895.042170,098.88,059.26,+0295.97,-0000.00,
007,400140.60,-01650.398630,+03895.040740,098.73,058.67,+0295.98,+0000.02,
007,400140.70,-01650.397840,+03895.039300,099.01,058.05,+0296.04,+0000.02,
007,400140.80,-01650.397020,+03895.037880,099.35,056.76,+0296.10,+0000.07,
007,400140.90,-01650.396190,+03895.036490,099.28,055.93,+0296.11,+0000.03,
007,400141.00,-01650.395330,+03895.035110,099.42,054.74,+0296.16,+0000.02,
007,400141.10,-01650.394450,+03895.033760,099.07,053.61,+0296.20,+0000.07,
007,400141.20,-01650.393550,+03895.032430,099.59,052.68,+0296.19,+0000.08,
007,400141.30,-01650.392600,+03895.031060,099.99,051.73,+0296.33,-0000.01,
007,400141.40,-01650.391630,+03895.029700,099.62,051.23,+0296.52,+0000.04,
007,400141.50,-01650.390680,+03895.028400,099.34,050.63,+0296.58,+0000.08,
007,400141.60,-01650.389720,+03895.027090,099.21,050.34,+0296.66,+0000.07,
007,400141.70,-01650.388780,+03895.025790,098.96,050.54,+0296.72,+0000.11,
007,400141.80,-01650.387860,+03895.024520,098.29,051.23,+0296.74,+0000.18,
007,400141.90,-01650.386950,+03895.023200,098.50,052.22,+0296.78,+0000.23,
007,400142.00,-01650.386070,+03895.021890,098.36,052.95,+0296.78,+0000.19,
007,400142.10,-01650.385220,+03895.020550,097.90,054.01,+0296.80,+0000.17,
007,400142.20,-01650.384380,+03895.019210,097.50,055.05,+0296.81,+0000.20,
007,400142.30,-01650.383570,+03895.017870,097.27,055.88,+0296.81,+0000.14,
007,400142.40,-01650.382780,+03895.016500,097.28,057.25,+0296.85,+0000.13,
007,400142.50,-01650.382010,+03895.015110,097.27,058.04,+0296.89,+0000.13,
007,400142.60,-01650.381250,+03895.013710,097.42,058.75,+0296.96,+0000.22,
007,400142.70,-01650.380490,+03895.012270,097.42,059.27,+0297.08,+0000.18,
007,400142.80,-01650.379770,+03895.010870,097.44,059.62,+0297.07,+0000.19,
007,400142.90,-01650.379040,+03895.009460,097.41,059.55,+0297.07,+0000.21,
007,400143.00,-01650.378310,+03895.008070,097.16,059.05,+0297.04,+0000.12,
007,400143.10,-01650.377540,+03895.006640,098.11,058.39,+0297.11,+0000.09,
007,400143.20,-01650.376750,+03895.005220,098.38,057.53,+0297.18,+0000.09,
007,400143.30,-01650.375940,+03895.003820,098.25,056.55,+0297.22,+0000.07,
007,400143.40,-01650.375120,+03895.002480,098.03,054.84,+0297.19,+0000.12,
007,400143.50,-01650.374270,+03895.001140,098.65,054.15,+0297.15,+0000.05,
007,400143.60,-01650.373380,+03894.999800,098.45,052.94,+0297.17,-0000.05,
007,400143.70,-01650.372480,+03894.998500,098.17,051.96,+0297.18,+0000.13,
